gene1,gene2,statistic,pvalue
LINC03002,TYMS,0.9249681733007292,5.99718133986314e-06
LINC03002,UGT8,0.8892313702140636,4.761499783617925e-05
LINC03013,LIPE,0.859308349504879,0.0001670817488135
LINC03013,LOC102723996,0.914728672418691,1.1878926327801276e-05
LINC03013,LOC105371366,0.8895760345308259,4.683790608229269e-05
LINC03013,LRRC63,0.8813965073200402,6.826694467538486e-05
LINC03013,MAG,0.8503755194550978,0.0002302214993502
LINC03013,MOG,0.9254076286346598,5.811526839144561e-06
LINC03013,MYRF,0.90804575201639,1.7753519606970333e-05
LINC03013,NINJ2,0.9220810665336684,7.339621163027922e-06
LINC03013,NIPAL4,0.9024513272509104,2.429720051602468e-05
LINC03013,PACC1,0.932544584558332,3.389461795481529e-06
LINC03013,PLD1,0.9221640613634986,7.297915203606904e-06
LINC03013,PLXNB3,0.928654112543944,4.578910767141819e-06
LINC03013,PPP1R14A,0.9313574587839132,3.722148159809819e-06
LINC03013,PRR18,0.8774488929147476,8.109543765548189e-05
LINC03013,RNF125,0.951419369717199,5.781616825386729e-07
LINC03013,RTKN,0.871210683355345,0.0001052375953174
LINC03013,S1PR5,0.9225995705558256,7.0821909403703045e-06
LINC03013,SH3TC2-DT,0.8646315862541571,0.0001365986731057
LINC03013,SLC45A3,0.8964044301270513,3.342058695132969e-05
LINC03013,SLC5A11,0.8734927353343663,9.581888222555488e-05
LINC03013,SLC6A9,0.9075367456191232,1.8282419977881887e-05
LINC03013,SMIM5,0.9505693991555036,6.34984410146392e-07
LINC03013,SOX10,0.8632591676406853,0.0001439938578848
LINC03013,ST18,0.9717568162460988,3.045061824619746e-08
LINC03013,TF,0.906532943112485,1.936263866600514e-05
LINC03013,TGFA,0.8786762766050811,7.691621251427124e-05
LINC03013,TMEM125,0.8807769611944639,7.016468054329232e-05
LINC03013,TMEM63A,0.9584835323830918,2.469781168863667e-07
LINC03013,TMEM88B,0.925590934684913,5.735472308559756e-06
LINC03013,TMPRSS5,0.9090251935338056,1.6770471066975426e-05
LINC03013,TMT1B,0.8588504951908036,0.0001699375955876
LINC03013,TRIM59,0.9336065090242984,3.112646501578574e-06
LINC03013,TYMS,0.9177088743729442,9.825358668040992e-06
LINC03013,UGT8,0.9239026109927152,6.46729988249651e-06
LIPE,LOC102723996,0.9159299919078232,1.1013195217966397e-05
LIPE,MAG,0.9180131631550535,9.632952953388104e-06
LIPE,MOG,0.8872417942932339,5.2305499595142e-05
LIPE,MYRF,0.9329903954861282,3.270923987922201e-06
LIPE,NINJ2,0.9504999291387918,6.398219362929052e-07
LIPE,NIPAL4,0.9459731594046336,1.026267448704029e-06
LIPE,PACC1,0.8882930614079645,4.9783080708575925e-05
LIPE,PLXNB3,0.9291660833820236,4.405499335060916e-06
LIPE,PPP1R14A,0.8688878262974276,0.0001155704527481
LIPE,PRR18,0.9228944447464626,6.939074812700789e-06
LIPE,RTKN,0.9124474834910522,1.367372720590046e-05
LIPE,S1PR5,0.8657789718210612,0.0001306515944616
LIPE,SH3TC2-DT,0.8905404556058845,4.4717420647524014e-05
LIPE,SLC45A3,0.9492778002247756,7.299382498024158e-07
LIPE,SLC5A11,0.9229173945675604,6.928034924529956e-06
LIPE,SLC6A9,0.921406147536272,7.68597414124942e-06
LIPE,SOX10,0.8786826702147102,7.689490331885637e-05
LIPE,TF,0.9268703316503872,5.226737102151807e-06
LIPE,TGFA,0.9071799823265222,1.8660633214787788e-05
LIPE,TMEM125,0.9564438272054816,3.20261736847144e-07
LIPE,TMEM235,0.9125935910774736,1.3552595460878691e-05
LIPE,TMEM63A,0.907514633967714,1.830568012538135e-05
LIPE,TMEM88B,0.9065170808794308,1.938011154769783e-05
LIPE,TMT1B,0.8614557886538332,0.0001541933123244
LIPE,TRIM59,0.9085577882371556,1.7233973547378234e-05
LIPE,UGT8,0.857868419679019,0.0001761945556634
LIPG,LTF,0.8688023562664604,0.0001159655498477
LOC102723996,MAG,0.9223076653729944,7.226204478573012e-06
LOC102723996,MOG,0.931556316183115,3.6646514149347622e-06
LOC102723996,MYRF,0.9805167851038142,4.018046088100415e-09
LOC102723996,NINJ2,0.9326733922514692,3.3548615517492902e-06
LOC102723996,NIPAL4,0.9130309896267912,1.3195127167496368e-05
LOC102723996,PACC1,0.8620464207702121,0.0001507913802405
LOC102723996,PLD1,0.8801081415620992,7.226053556219509e-05
LOC102723996,PLXNB3,0.892170459423536,4.130912020357939e-05
LOC102723996,PPP1R14A,0.8891894774591688,4.7710151397606185e-05
LOC102723996,PRR18,0.8921854235376453,4.127882710282748e-05
LOC102723996,RNF125,0.8541202318058982,0.0002017839321578
LOC102723996,RTKN,0.9346282171540616,2.863869007347796e-06
LOC102723996,S1PR5,0.9249873822755336,5.988967350378928e-06
LOC102723996,SH3TC2-DT,0.86178650124314,0.0001522810113136
LOC102723996,SLC45A3,0.9553495627286476,3.6631324939494164e-07
LOC102723996,SLC5A11,0.9165869707929536,1.0561730613936908e-05
LOC102723996,SLC6A9,0.8559432135437653,0.0001889928414746
LOC102723996,SMIM5,0.9194964834974028,8.738049600080956e-06
LOC102723996,ST18,0.9331800740663776,3.221518152446289e-06
LOC102723996,TF,0.9226183173853778,7.073021872769297e-06
LOC102723996,TMEM125,0.8887100961115094,4.8809902340003735e-05
LOC102723996,TMEM235,0.9130437824533398,1.3184787698174897e-05
LOC102723996,TMEM63A,0.9426050452667272,1.4218942374419291e-06
LOC102723996,TMEM88B,0.9521612991015348,5.320024977438961e-07
LOC102723996,TRIM59,0.9574063150120584,2.837524359202444e-07
LOC102723996,TYMS,0.911364017329622,1.459948241331345e-05
LOC102723996,UGT8,0.863965575905802,0.0001401485679831
LOC105371366,LRRC63,0.8833657086213251,6.250634242541841e-05
LOC105371366,LURAP1L-AS1,0.8659958189524638,0.000129551242917
LOC105371366,RNF125,0.8583126056172429,0.0001733422311042
LOC105371366,SMIM5,0.8677775593555771,0.0001207874233808
LOC105371366,TBX19,0.8858792629761479,5.5726224568308734e-05
LOC105379499,LOC124901612,0.8525526019532421,0.0002133262672704
LOC105379499,SIGLEC11,0.8785713010532458,7.726676104981491e-05
LOC124901612,LPCAT2,0.8510669536460523,0.0002247442697789
LOC124901612,PACC1,0.866212294365041,0.0001284601707688
LOC124905312,LOC124905468,1.0,0.0
LOC124905312,LOC124905527,1.0,0.0
LOC124905468,LOC124905527,1.0,0.0
LOC400627,SYNGR4,0.8681819718738274,0.0001188658218663
LOC729654,PLD4,0.8814022655562053,6.824950153345586e-05
LOC729654,SELPLG,0.9066678234700656,1.921457440843754e-05
LPAR5,LPCAT2,0.9297141386053638,4.225789923068153e-06
LPAR5,LST1,0.9237195608116556,6.550974765183189e-06
LPAR5,LY86,0.9348559566164218,2.8106735954870504e-06
LPAR5,MPEG1,0.91421681550542,1.2264075472204818e-05
LPAR5,NCKAP1L,0.97812945675962,7.552996977363732e-09
LPAR5,P2RY13,0.9251280368144034,5.929098293691059e-06
LPAR5,PIK3R5,0.8509839995460877,0.000225395864068
LPAR5,PLD4,0.9122921994899018,1.3803421753456632e-05
LPAR5,PLVAP,0.8971542345835988,3.215943864209096e-05
LPAR5,PTAFR,0.9093920369958448,1.6413769078074714e-05
LPAR5,PTGS1,0.9003132082836545,2.7258878808448324e-05
LPAR5,RASAL3,0.9330853291575236,3.246120437347919e-06
LPAR5,RNASE6,0.921644268072263,7.562301989910699e-06
LPAR5,SAMSN1,0.8626774722909251,0.0001472230832632
LPAR5,SELPLG,0.9365916821463438,2.4309466423766187e-06
LPAR5,SIGLEC10,0.9107826222586466,1.511667711356998e-05
LPAR5,SIGLEC8,0.8919869254669635,4.168211729277183e-05
LPAR5,SUSD3,0.946657255628394,9.58076017083375e-07
LPAR5,SYK,0.972017821599654,2.8949267223123724e-08
LPAR5,TBXAS1,0.953579825785675,4.520733779079413e-07
LPAR5,TLR1,0.875902913037154,8.66160631400333e-05
LPAR5,TLR6,0.9056263253750024,2.038188857156481e-05
LPAR5,TMEM119,0.9596267198930948,2.122872487287363e-07
LPAR5,TNFAIP8L2,0.8711935286275215,0.0001053110967735
LPAR5,TREM2,0.9336155955508234,3.1103594839413484e-06
LPAR5,WDFY4,0.9258520279695068,5.628533926608553e-06
LPCAT2,LST1,0.8983937949678084,3.0158611590924e-05
LPCAT2,LTF,0.8621114542160608,0.0001504204899834
LPCAT2,LY86,0.8926712922286959,4.030488970669576e-05
LPCAT2,MPEG1,0.9055044088266346,2.052218311395248e-05
LPCAT2,NCKAP1L,0.9449893505877502,1.1311865320166634e-06
LPCAT2,NSUN7,0.8789887825884747,7.588018099158602e-05
LPCAT2,OLR1,0.8689544743119334,0.0001152631099666
LPCAT2,P2RY13,0.9215803819763082,7.595323510853938e-06
LPCAT2,PARP15,0.8726385223044283,9.926199687832148e-05
LPCAT2,PIK3R5,0.8515218863417346,0.0002211974327733
LPCAT2,PLD4,0.8563356010648963,0.0001863260908788
LPCAT2,PLVAP,0.8824252908003324,6.520666105463628e-05
LPCAT2,PTGS1,0.9111754932487628,1.476560129803887e-05
